customer_id,total_rides,avg_rating_given
CUST_1216,4,4.5
CUST_1217,5,3.5799999999999996
CUST_1219,2,4.35
CUST_1220,3,4.5
CUST_1221,2,4.199999999999999
CUST_1222,4,3.625
CUST_1223,6,4.15
CUST_1224,1,3.5
CUST_1225,6,3.9499999999999997
CUST_1227,3,3.6
CUST_1228,5,3.88
CUST_1229,4,4.325
CUST_1230,2,3.65
CUST_1231,5,4.2
CUST_1232,7,3.6
CUST_1233,1,4.3
CUST_1234,1,4.0
CUST_1235,5,4.08
CUST_1236,1,4.4
CUST_1237,1,3.1
CUST_1238,3,3.9
CUST_1240,3,4.366666666666667
CUST_1241,5,4.220000000000001
CUST_1242,4,3.925
CUST_1243,3,4.533333333333333
CUST_1244,8,3.925
CUST_1245,3,3.6666666666666665
CUST_1246,3,4.333333333333333
CUST_1248,1,3.8
CUST_1249,2,4.0
CUST_1251,3,3.5666666666666664
CUST_1252,3,3.9666666666666663
CUST_1253,3,3.966666666666667
CUST_1254,3,3.766666666666667
CUST_1255,4,3.9
CUST_1256,6,3.766666666666667
CUST_1257,2,4.050000000000001
CUST_1258,4,4.15
CUST_1259,2,4.25
CUST_1260,5,3.7
CUST_1261,3,4.066666666666666
CUST_1262,5,4.0
CUST_1263,2,3.75
CUST_1264,5,3.9200000000000004
CUST_1265,5,4.159999999999999
CUST_1266,11,4.081818181818182
CUST_1267,2,4.35
CUST_1268,5,4.04
CUST_1269,4,3.95
CUST_1271,2,3.45
CUST_1272,5,3.9799999999999995
CUST_1273,6,4.283333333333333
CUST_1274,3,3.3666666666666667
CUST_1275,2,4.6
CUST_1276,5,4.2
CUST_1277,4,4.475
CUST_1278,3,3.5
CUST_1279,2,4.05
CUST_1280,5,3.8600000000000003
CUST_1281,5,3.94
CUST_1282,4,4.275
CUST_1283,1,4.6
CUST_1284,4,3.7
CUST_1285,4,4.3
CUST_1286,4,4.05
CUST_1287,4,3.5
CUST_1289,4,4.325
CUST_1290,3,3.733333333333333
CUST_1291,1,3.6
CUST_1292,1,3.9
CUST_1293,5,3.78
CUST_1294,2,4.3
CUST_1295,4,3.875
CUST_1296,5,4.2
CUST_1297,4,3.9
CUST_1298,3,3.8666666666666667
CUST_1299,2,3.35
CUST_1301,4,4.3500000000000005
CUST_1302,1,4.5
CUST_1303,2,3.5999999999999996
CUST_1304,2,3.8000000000000003
CUST_1305,5,3.56
CUST_1306,4,3.6
CUST_1307,5,4.16
CUST_1308,3,4.066666666666666
CUST_1309,3,4.266666666666667
CUST_1310,4,4.15
CUST_1311,2,4.3
CUST_1312,5,4.04
CUST_1313,1,3.8
CUST_1314,3,3.8666666666666667
CUST_1315,3,3.766666666666667
CUST_1316,2,4.05
CUST_1317,5,3.5599999999999996
CUST_1318,1,3.0
CUST_1319,4,4.675
CUST_1320,5,3.72
CUST_1321,3,3.766666666666667
CUST_1322,3,3.6333333333333333
CUST_1323,3,4.0
CUST_1324,6,3.75
CUST_1325,3,4.066666666666667
CUST_1326,6,4.016666666666667
CUST_1327,2,4.0
CUST_1328,4,3.5250000000000004
CUST_1329,1,3.2
CUST_1330,2,3.5
CUST_1331,2,3.7
CUST_1332,1,4.7
CUST_1333,2,4.25
CUST_1334,5,3.4200000000000004
CUST_1335,2,3.8499999999999996
CUST_1336,3,3.6666666666666665
CUST_1337,1,3.9
CUST_1338,3,4.1000000000000005
CUST_1339,7,3.914285714285714
CUST_1340,4,3.75
CUST_1341,4,3.85
CUST_1343,3,4.133333333333334
CUST_1344,3,3.5666666666666664
CUST_1345,2,4.1
CUST_1346,1,3.4
CUST_1347,3,3.8333333333333335
CUST_1348,7,4.071428571428571
CUST_1349,5,3.6
CUST_1351,5,3.4800000000000004
CUST_1352,2,4.1
CUST_1353,3,3.6
CUST_1354,4,4.425
CUST_1355,7,3.7571428571428567
CUST_1356,5,3.62
CUST_1357,3,3.9
CUST_1358,4,4.225
CUST_1359,6,4.216666666666667
CUST_1361,2,3.95
CUST_1362,3,4.433333333333334
CUST_1364,5,4.04
CUST_1366,5,4.42
CUST_1367,2,4.4
CUST_1368,3,3.3333333333333335
CUST_1369,7,4.214285714285714
CUST_1370,3,4.066666666666666
CUST_1371,2,4.05
CUST_1372,6,4.333333333333333
CUST_1374,3,4.0
CUST_1375,6,4.366666666666666
CUST_1376,5,3.88
CUST_1377,7,4.242857142857143
CUST_1378,3,4.266666666666667
CUST_1379,7,4.0
CUST_1380,2,3.35
CUST_1381,4,4.2
CUST_1382,1,4.3
CUST_1383,5,3.9200000000000004
CUST_1384,1,3.7
CUST_1385,5,3.78
CUST_1386,1,3.7
CUST_1387,5,4.3
CUST_1388,5,3.8200000000000003
CUST_1389,4,4.225
CUST_1390,4,3.675
CUST_1391,2,4.1
CUST_1392,4,3.9499999999999997
CUST_1393,5,3.7399999999999998
CUST_1394,4,4.2
CUST_1395,4,3.725
CUST_1396,5,3.72
CUST_1397,4,4.2
CUST_1399,2,3.45
CUST_1400,1,3.4
CUST_1401,4,4.45
CUST_1402,3,3.6333333333333333
CUST_1403,2,4.35
CUST_1404,5,3.72
CUST_1405,4,3.525
CUST_1406,4,4.025
CUST_1407,2,3.7
CUST_1408,8,4.1125
CUST_1409,2,4.2
CUST_1410,2,4.2
CUST_1412,2,4.199999999999999
CUST_1413,1,3.4
CUST_1414,8,3.7125
CUST_1415,3,4.1000000000000005
CUST_1416,6,4.133333333333334
CUST_1417,3,3.6666666666666665
CUST_1418,2,3.7
CUST_1419,2,4.25
CUST_1420,8,3.9625
CUST_1421,1,4.8
CUST_1422,2,3.75
CUST_1423,4,3.725
CUST_1424,3,3.5
CUST_1425,6,3.7999999999999994
CUST_1427,2,3.25
CUST_1428,2,4.3
CUST_1429,3,4.466666666666667
CUST_1430,5,4.0600000000000005
CUST_1431,7,4.014285714285714
CUST_1432,2,4.55
CUST_1433,3,4.1000000000000005
CUST_1434,3,4.066666666666666
CUST_1435,2,3.65
CUST_1436,4,4.025
CUST_1437,1,4.7
CUST_1438,4,3.75
CUST_1439,5,4.14
CUST_1440,6,4.2
CUST_1441,2,4.65
CUST_1443,4,4.1
CUST_1444,1,3.7
CUST_1445,4,4.425
CUST_1446,1,3.4
CUST_1447,7,4.228571428571429
CUST_1448,5,4.18
CUST_1449,3,3.8666666666666667
CUST_1450,3,3.533333333333333
CUST_1451,6,3.766666666666667
CUST_1452,2,4.75
CUST_1453,5,4.26
CUST_1454,1,3.1
CUST_1455,2,3.4
CUST_1456,3,3.9
CUST_1457,2,4.6
CUST_1458,6,4.266666666666667
CUST_1459,3,4.0
CUST_1460,2,4.0
CUST_1461,4,3.725
CUST_1462,4,3.625
CUST_1463,3,3.3666666666666667
CUST_1464,3,4.133333333333334
CUST_1466,3,3.966666666666667
CUST_1467,1,3.3
CUST_1468,3,4.333333333333333
CUST_1469,2,3.55
CUST_1470,2,3.8
CUST_1471,6,3.9
CUST_1472,6,4.133333333333334
CUST_1473,5,4.0600000000000005
CUST_1474,4,3.725
CUST_1475,5,3.8600000000000003
CUST_1476,1,3.6
CUST_1477,4,3.775
CUST_1478,6,4.05
CUST_1479,3,4.066666666666666
CUST_1480,6,4.133333333333334
CUST_1481,3,4.2
CUST_1482,4,3.55
CUST_1483,5,3.6399999999999997
CUST_1484,4,3.325
CUST_1485,2,3.75
CUST_1486,6,3.85
CUST_1487,2,3.45
CUST_1488,3,3.766666666666666
CUST_1489,3,4.3999999999999995
CUST_1490,4,4.0
CUST_1491,6,3.8666666666666667
CUST_1492,1,4.8
CUST_1493,1,4.2
CUST_1494,4,3.75
CUST_1495,1,3.5
CUST_1496,3,3.266666666666667
CUST_1497,3,4.366666666666666
CUST_1498,2,3.85
CUST_1499,4,4.125
CUST_1500,4,3.85
CUST_1501,4,4.0
CUST_1502,1,4.4
CUST_1503,2,3.6
CUST_1504,2,3.55
CUST_1505,2,3.9000000000000004
CUST_1506,3,4.0
CUST_1507,3,4.266666666666667
CUST_1508,2,4.4
CUST_1509,3,4.066666666666666
CUST_1510,7,4.542857142857143
CUST_1511,4,4.375
CUST_1512,3,4.5
CUST_1513,2,4.5
CUST_1514,5,4.0600000000000005
CUST_1515,6,3.75
CUST_1516,3,4.666666666666667
CUST_1517,5,4.0200000000000005
CUST_1518,3,3.466666666666667
CUST_1519,4,3.65
CUST_1520,3,3.6
CUST_1521,1,4.0
CUST_1522,4,4.075
CUST_1523,3,3.966666666666667
CUST_1524,2,3.7
CUST_1525,6,4.2
CUST_1526,3,3.8333333333333335
CUST_1527,2,3.15
CUST_1528,5,4.14
CUST_1529,4,3.925
CUST_1530,6,3.6
CUST_1531,2,4.05
CUST_1532,6,3.6500000000000004
CUST_1533,2,3.45
CUST_1534,4,3.625
CUST_1535,8,4.2875
CUST_1536,2,4.1
CUST_1537,2,4.45
CUST_1538,3,4.166666666666667
CUST_1539,2,4.35
CUST_1540,3,4.633333333333334
CUST_1541,3,3.3666666666666667
CUST_1542,3,4.033333333333333
CUST_1543,3,4.0
CUST_1544,3,4.3999999999999995
CUST_1545,2,4.2
CUST_1546,3,4.5
CUST_1547,3,4.633333333333334
CUST_1548,3,3.6666666666666665
CUST_1549,4,4.125
CUST_1550,4,4.1
CUST_1551,2,3.25
CUST_1553,8,3.8625
CUST_1554,3,3.9333333333333336
CUST_1555,3,4.5
CUST_1556,2,4.0
CUST_1557,2,4.45
CUST_1558,4,4.1
CUST_1560,4,4.575
CUST_1561,1,3.2
CUST_1562,2,4.15
CUST_1563,2,4.05
CUST_1564,1,3.3
CUST_1565,2,4.1
CUST_1566,2,4.45
CUST_1567,3,4.0
CUST_1568,2,3.65
CUST_1569,3,4.133333333333334
CUST_1570,4,3.925
CUST_1571,2,3.85
CUST_1572,2,3.65
CUST_1573,2,3.35
CUST_1574,1,4.8
CUST_1575,4,4.175
CUST_1576,3,4.433333333333334
CUST_1577,3,3.8666666666666667
CUST_1578,4,3.65
CUST_1579,2,4.35
CUST_1580,2,3.85
CUST_1581,1,4.2
CUST_1582,1,3.7
CUST_1583,4,3.625
CUST_1584,3,4.033333333333333
CUST_1585,3,4.533333333333333
CUST_1586,1,4.4
CUST_1587,4,3.65
CUST_1588,2,4.05
CUST_1589,3,4.233333333333333
CUST_1590,3,3.3333333333333335
CUST_1591,4,4.325
CUST_1592,2,4.4
CUST_1593,1,3.2
CUST_1594,1,4.5
CUST_1595,4,4.425
CUST_1596,4,3.85
CUST_1597,3,3.9
CUST_1598,5,3.9799999999999995
CUST_1599,4,3.75
CUST_1600,6,3.75
CUST_1601,5,4.0200000000000005
CUST_1602,3,4.066666666666666
CUST_1603,1,3.6
CUST_1604,1,3.4
CUST_1605,4,4.525
CUST_1606,9,4.122222222222223
CUST_1607,3,3.6
CUST_1608,2,4.1
CUST_1609,2,3.7
CUST_1610,4,4.45
CUST_1611,3,3.733333333333333
CUST_1612,7,3.8857142857142857
CUST_1613,8,3.6375
CUST_1614,1,3.8
CUST_1615,3,4.3
CUST_1616,6,4.066666666666666
CUST_1617,3,4.0
CUST_1618,6,4.033333333333333
CUST_1619,2,3.45
CUST_1620,3,3.7999999999999994
CUST_1621,4,3.975
CUST_1623,2,3.7
CUST_1624,1,4.8
CUST_1625,2,3.7
CUST_1626,2,4.1
CUST_1627,5,4.12
CUST_1628,2,3.7
CUST_1629,4,3.7
CUST_1630,3,3.9333333333333336
CUST_1631,1,3.5
CUST_1632,3,4.2
CUST_1633,2,4.5
CUST_1634,3,3.8333333333333335
CUST_1635,3,4.066666666666666
CUST_1636,1,4.6
CUST_1637,4,3.975
CUST_1638,4,3.575
CUST_1639,3,4.266666666666667
CUST_1640,5,3.6799999999999997
CUST_1641,2,3.4
CUST_1642,2,3.25
CUST_1643,2,3.5
CUST_1644,4,3.5250000000000004
CUST_1645,9,3.888888888888889
CUST_1646,4,4.325
CUST_1647,3,4.0
CUST_1648,3,3.6999999999999997
CUST_1649,1,4.3
CUST_1651,6,3.6
CUST_1652,4,4.225
CUST_1653,7,4.242857142857143
CUST_1654,4,3.9749999999999996
CUST_1655,2,3.6999999999999997
CUST_1656,3,3.9333333333333336
CUST_1657,3,3.766666666666667
CUST_1658,1,4.4
CUST_1659,6,3.6166666666666667
CUST_1660,4,3.8
CUST_1661,1,3.7
CUST_1662,6,4.25
CUST_1663,2,3.8
CUST_1664,3,4.433333333333334
CUST_1665,4,3.925
CUST_1666,3,4.3
CUST_1667,2,3.4
CUST_1668,3,4.033333333333333
CUST_1669,5,4.12
CUST_1670,3,4.0
CUST_1671,3,4.1
CUST_1672,8,4.075
CUST_1673,3,3.6999999999999997
CUST_1674,7,4.071428571428571
CUST_1675,2,4.25
CUST_1677,1,4.5
CUST_1678,1,3.5
CUST_1679,2,4.65
CUST_1680,3,4.2
CUST_1681,2,3.8
CUST_1682,5,3.8600000000000003
CUST_1683,4,4.05
CUST_1684,4,4.075
CUST_1685,6,4.133333333333334
CUST_1686,5,4.220000000000001
CUST_1687,7,4.171428571428572
CUST_1688,6,3.966666666666667
CUST_1689,3,4.133333333333333
CUST_1690,1,3.3
CUST_1691,5,4.24
CUST_1692,6,4.466666666666666
CUST_1693,4,3.7
CUST_1694,2,4.15
CUST_1695,2,4.699999999999999
CUST_1696,4,3.825
CUST_1697,7,3.757142857142857
CUST_1698,2,4.15
CUST_1699,7,4.0
CUST_1700,3,3.5666666666666664
CUST_1701,3,3.6333333333333333
CUST_1702,3,3.6666666666666665
CUST_1703,2,4.0
CUST_1704,3,4.633333333333334
CUST_1705,1,4.0
CUST_1706,3,3.6
CUST_1707,1,3.9
CUST_1708,2,3.8
CUST_1709,3,4.266666666666667
CUST_1710,3,4.0
CUST_1711,4,4.225
CUST_1712,3,4.366666666666666
CUST_1713,1,3.5
CUST_1714,4,3.95
CUST_1715,4,3.7249999999999996
CUST_1716,4,4.5
CUST_1717,5,4.0600000000000005
CUST_1718,8,3.85
CUST_1719,6,3.8833333333333333
CUST_1721,8,3.6
CUST_1722,5,3.44
CUST_1723,4,4.45
CUST_1724,4,4.075
CUST_1725,4,4.325
CUST_1726,1,4.1
CUST_1727,2,4.25
CUST_1728,3,4.0
CUST_1729,3,4.7
CUST_1730,3,4.266666666666667
CUST_1731,3,3.966666666666667
CUST_1732,9,4.022222222222222
CUST_1733,2,4.15
CUST_1734,3,4.133333333333334
CUST_1735,3,4.1000000000000005
CUST_1736,2,3.45
CUST_1737,4,3.625
CUST_1738,2,3.8
CUST_1739,3,3.966666666666667
CUST_1740,4,4.5
CUST_1741,5,3.78
CUST_1742,5,4.04
CUST_1743,4,3.975
CUST_1744,4,3.775
CUST_1745,8,3.9625
CUST_1746,6,4.216666666666667
CUST_1747,5,4.12
CUST_1748,5,4.08
CUST_1749,5,4.26
CUST_1750,7,4.085714285714286
CUST_1751,1,3.1
CUST_1752,3,4.0
CUST_1753,5,4.14
CUST_1754,1,3.7
CUST_1755,4,4.025
CUST_1756,4,3.425
CUST_1757,4,4.075
CUST_1759,3,3.3000000000000003
CUST_1760,5,3.8200000000000003
CUST_1761,3,3.9
CUST_1762,4,4.075
CUST_1763,1,3.4
CUST_1764,4,3.9
CUST_1765,1,3.8
CUST_1766,2,4.1
CUST_1767,2,4.699999999999999
CUST_1768,5,4.1
CUST_1769,6,3.716666666666667
CUST_1770,3,3.733333333333333
CUST_1771,4,3.575
CUST_1772,4,3.75
CUST_1773,3,4.233333333333333
CUST_1774,2,4.05
CUST_1775,2,4.35
CUST_1776,1,3.0
CUST_1777,2,4.25
CUST_1778,3,3.9
CUST_1779,3,4.333333333333333
CUST_1781,3,3.9
CUST_1782,10,4.04
CUST_1783,5,3.88
CUST_1784,2,4.2
CUST_1785,5,4.06
CUST_1786,4,4.1499999999999995
CUST_1787,5,3.62
CUST_1788,2,4.05
CUST_1789,1,4.9
CUST_1790,2,4.3
CUST_1791,2,4.7
CUST_1792,1,4.2
CUST_1793,3,4.3
CUST_1794,4,4.025
CUST_1795,3,3.733333333333333
CUST_1796,2,4.15
CUST_1797,5,4.26
CUST_1798,3,3.6666666666666665
CUST_1799,4,4.15
CUST_1800,4,4.375
CUST_1801,4,4.0
CUST_1802,5,4.38
CUST_1803,2,3.9000000000000004
CUST_1804,3,3.5
CUST_1805,5,4.32
CUST_1806,3,3.5666666666666664
CUST_1807,6,4.3500000000000005
CUST_1808,4,4.25
CUST_1810,3,3.6
CUST_1811,3,3.733333333333333
CUST_1812,1,4.5
CUST_1813,6,4.066666666666666
CUST_1814,2,3.9000000000000004
CUST_1815,4,3.625
CUST_1816,3,4.133333333333333
CUST_1817,6,4.483333333333333
CUST_1818,3,3.5666666666666664
CUST_1819,7,4.057142857142857
CUST_1820,5,4.220000000000001
CUST_1821,3,4.733333333333333
CUST_1822,1,4.0
CUST_1823,2,3.75
CUST_1824,4,3.825
CUST_1825,1,4.2
CUST_1826,3,3.8333333333333335
CUST_1827,2,3.9
CUST_1828,8,4.3
CUST_1829,2,3.8
CUST_1830,3,4.0
CUST_1831,4,4.2
CUST_1832,2,4.0
CUST_1833,2,4.0
CUST_1834,7,4.057142857142857
CUST_1835,2,5.0
CUST_1836,1,4.2
CUST_1837,3,3.766666666666667
CUST_1838,2,4.449999999999999
CUST_1839,2,3.7
CUST_1840,2,4.05
CUST_1841,5,3.94
CUST_1842,4,4.25
CUST_1843,3,4.233333333333333
CUST_1844,4,4.625
CUST_1845,6,4.0
CUST_1846,1,4.4
CUST_1847,1,4.1
CUST_1848,5,3.8
CUST_1849,6,3.9333333333333336
CUST_1850,2,3.95
CUST_1851,1,3.7
CUST_1852,6,4.216666666666667
CUST_1853,8,3.9625
CUST_1854,4,4.225
CUST_1855,3,3.9
CUST_1856,2,3.7
CUST_1857,4,3.9
CUST_1858,4,3.4250000000000003
CUST_1859,5,4.5200000000000005
CUST_1860,5,3.6799999999999997
CUST_1861,2,4.4
CUST_1862,4,4.3
CUST_1863,1,4.8
CUST_1864,3,3.1333333333333333
CUST_1865,3,4.3
CUST_1866,6,3.733333333333333
CUST_1867,1,4.2
CUST_1868,2,3.95
CUST_1869,7,3.742857142857143
CUST_1870,4,3.275
CUST_1871,3,4.166666666666667
CUST_1872,3,3.9333333333333336
CUST_1873,1,3.1
CUST_1874,2,3.25
CUST_1875,4,4.2
CUST_1876,3,4.3
CUST_1877,6,3.733333333333333
CUST_1878,5,3.3200000000000003
CUST_1879,4,4.15
CUST_1880,2,4.5
CUST_1881,8,4.325
CUST_1882,1,3.5
CUST_1884,5,3.88
CUST_1885,3,3.6333333333333333
CUST_1886,4,3.8499999999999996
CUST_1887,4,4.3
CUST_1888,3,4.066666666666666
CUST_1889,4,4.25
CUST_1890,5,3.9
CUST_1891,4,4.175
CUST_1892,2,4.45
CUST_1893,6,3.983333333333333
CUST_1894,5,3.94
CUST_1895,4,4.4
CUST_1896,3,3.8333333333333335
CUST_1897,5,4.4
CUST_1898,1,4.8
CUST_1899,4,4.5
CUST_1900,2,3.8499999999999996
CUST_1901,2,3.9
CUST_1902,2,4.25
CUST_1903,3,3.5
CUST_1904,1,3.6
CUST_1905,1,3.8
CUST_1906,3,4.333333333333333
CUST_1907,5,4.04
CUST_1908,3,4.066666666666666
CUST_1909,3,4.133333333333334
CUST_1910,2,4.5
CUST_1911,4,4.15
CUST_1912,2,4.4
CUST_1913,1,4.7
CUST_1914,4,3.925
CUST_1915,4,4.1
CUST_1916,5,4.08
CUST_1917,4,3.3
CUST_1918,7,4.085714285714286
CUST_1919,4,4.05
CUST_1920,4,4.075
CUST_1921,1,4.6
CUST_1922,3,4.066666666666667
CUST_1923,1,3.4
CUST_1924,4,3.975
CUST_1925,2,4.25
CUST_1927,4,4.1
CUST_1928,5,4.0
CUST_1929,2,4.3
CUST_1930,2,4.25
CUST_1931,6,3.5666666666666664
CUST_1932,2,4.3
CUST_1933,1,3.9
CUST_1934,3,4.266666666666667
CUST_1935,1,3.0
CUST_1936,4,3.9
CUST_1937,4,3.75
CUST_1938,1,4.5
CUST_1939,4,4.25
CUST_1940,1,4.1
CUST_1941,4,3.9499999999999997
CUST_1942,5,4.279999999999999
CUST_1943,4,4.3
CUST_1944,3,4.366666666666666
CUST_1945,2,3.45
CUST_1946,2,4.2
CUST_1947,3,4.433333333333334
CUST_1948,2,4.35
CUST_1949,4,4.275
CUST_1950,1,4.3
CUST_1951,1,3.6
CUST_1952,1,4.7
CUST_1953,4,4.325
CUST_1955,1,4.4
CUST_1956,2,3.45
CUST_1957,5,4.46
CUST_1958,5,4.08
CUST_1959,6,3.9
CUST_1960,5,4.14
CUST_1961,2,4.75
CUST_1962,4,4.225
CUST_1963,4,4.275
CUST_1964,3,4.033333333333333
CUST_1965,4,4.175
CUST_1966,4,4.075
CUST_1967,2,4.0
CUST_1969,3,3.8333333333333335
CUST_1970,2,3.5
CUST_1971,5,3.7600000000000002
CUST_1972,4,4.15
CUST_1973,4,3.95
CUST_1974,2,4.05
CUST_1975,2,3.8
CUST_1976,3,4.3
CUST_1977,6,3.533333333333333
CUST_1978,1,3.2
CUST_1979,5,4.12
CUST_1980,1,4.3
CUST_1981,9,3.8777777777777778
CUST_1982,4,4.275
CUST_1983,4,4.075
CUST_1984,4,3.825
CUST_1985,2,3.6999999999999997
CUST_1986,2,3.3
CUST_1987,3,4.533333333333333
CUST_1988,2,4.05
CUST_1989,1,3.1
CUST_1990,4,4.075
CUST_1991,1,3.1
CUST_1992,4,3.35
CUST_1993,3,3.4
CUST_1994,4,4.225
CUST_1995,2,4.2
CUST_1996,6,4.0
CUST_1997,5,4.68
CUST_1998,4,3.85
CUST_1999,4,4.025
CUST_2000,3,3.9333333333333336
CUST_2001,3,3.6
CUST_2002,6,4.083333333333333
CUST_2003,4,3.975
CUST_2004,1,3.3
CUST_2005,2,4.449999999999999
