driver_id,total_rides,avg_rating,cancel_rate
DR_146,35,3.9714285714285715,0.05714285714285714
DR_147,34,3.885294117647059,0.029411764705882353
DR_148,26,4.119230769230769,0.11538461538461539
DR_149,33,3.996969696969697,0.0
DR_150,26,4.25,0.038461538461538464
DR_151,29,4.020689655172413,0.10344827586206896
DR_152,39,4.056410256410256,0.02564102564102564
DR_153,26,4.130769230769231,0.038461538461538464
DR_154,39,4.0025641025641026,0.05128205128205128
DR_155,39,4.064102564102564,0.05128205128205128
DR_156,34,3.8529411764705883,0.058823529411764705
DR_157,36,4.088888888888889,0.027777777777777776
DR_158,33,4.027272727272727,0.0
DR_159,29,4.193103448275862,0.034482758620689655
DR_160,43,3.9186046511627906,0.09302325581395349
DR_161,35,4.088571428571428,0.05714285714285714
DR_162,37,4.235135135135135,0.02702702702702703
DR_163,36,4.052777777777778,0.027777777777777776
DR_164,31,3.990322580645161,0.06451612903225806
DR_165,36,4.077777777777778,0.05555555555555555
DR_166,32,4.0875,0.0625
DR_167,28,4.135714285714285,0.10714285714285714
DR_168,36,3.9000000000000004,0.05555555555555555
DR_169,40,3.9375,0.05
DR_170,28,3.810714285714286,0.0
DR_171,33,4.084848484848485,0.06060606060606061
DR_172,32,3.996875,0.0625
DR_173,26,3.880769230769231,0.07692307692307693
DR_174,32,4.284375,0.03125
DR_175,25,4.084,0.04
DR_176,53,3.99622641509434,0.03773584905660377
DR_177,34,4.044117647058823,0.029411764705882353
DR_178,33,4.151515151515151,0.0
DR_179,30,4.04,0.06666666666666667
DR_180,26,4.084615384615384,0.0
DR_181,41,3.9073170731707316,0.04878048780487805
DR_182,32,4.128125,0.0625
DR_183,30,3.98,0.03333333333333333
DR_184,30,4.1,0.06666666666666667
DR_185,32,4.1625,0.0625
DR_186,31,4.083870967741936,0.06451612903225806
DR_187,40,3.9299999999999997,0.0
DR_188,22,3.872727272727273,0.045454545454545456
DR_189,35,3.8457142857142856,0.0
DR_190,34,3.9735294117647055,0.029411764705882353
DR_191,30,4.0633333333333335,0.1
DR_192,30,4.066666666666666,0.03333333333333333
DR_193,27,3.951851851851852,0.037037037037037035
DR_194,36,4.094444444444445,0.08333333333333333
DR_195,31,3.92258064516129,0.0
DR_196,27,3.962962962962963,0.037037037037037035
DR_197,26,4.223076923076923,0.038461538461538464
DR_198,43,3.988372093023256,0.046511627906976744
DR_199,22,4.077272727272727,0.0
DR_200,25,3.988,0.04
DR_201,31,4.135483870967741,0.06451612903225806
DR_202,30,3.966666666666667,0.0
DR_203,25,3.636,0.08
DR_204,26,4.2153846153846155,0.038461538461538464
DR_205,41,4.0024390243902435,0.04878048780487805
DR_206,42,4.004761904761905,0.047619047619047616
DR_207,42,3.857142857142857,0.047619047619047616
DR_208,36,4.027777777777778,0.08333333333333333
DR_209,32,3.99375,0.125
DR_210,31,3.8451612903225807,0.03225806451612903
DR_211,34,4.0,0.11764705882352941
DR_212,23,4.2,0.0
DR_213,29,4.037931034482758,0.06896551724137931
DR_214,33,4.024242424242424,0.06060606060606061
DR_215,27,4.07037037037037,0.1111111111111111
DR_216,26,4.146153846153846,0.038461538461538464
DR_217,35,3.9285714285714284,0.05714285714285714
DR_218,32,4.0875,0.03125
DR_219,35,3.96,0.08571428571428572
DR_220,41,4.126829268292683,0.024390243902439025
DR_221,26,3.769230769230769,0.0
DR_222,27,3.988888888888889,0.037037037037037035
DR_223,39,4.092307692307692,0.07692307692307693
DR_224,27,4.07037037037037,0.037037037037037035
DR_225,35,3.682857142857143,0.02857142857142857
DR_226,33,4.078787878787878,0.06060606060606061
DR_227,22,3.8818181818181823,0.045454545454545456
DR_228,31,3.9935483870967743,0.03225806451612903
DR_229,31,3.9645161290322584,0.0
DR_230,33,3.8999999999999995,0.0
DR_231,37,4.02972972972973,0.0
DR_232,33,3.8454545454545457,0.09090909090909091
DR_233,44,3.909090909090909,0.06818181818181818
DR_234,31,4.025806451612903,0.0
DR_235,22,3.9818181818181815,0.045454545454545456
DR_236,29,3.910344827586207,0.034482758620689655
DR_237,36,4.141666666666667,0.0
DR_238,37,3.889189189189189,0.0
DR_239,38,4.113157894736842,0.0
DR_240,24,3.9458333333333333,0.08333333333333333
DR_241,21,3.9809523809523806,0.047619047619047616
DR_242,31,3.7193548387096773,0.03225806451612903
DR_243,39,4.135897435897436,0.0
DR_244,29,3.7517241379310344,0.06896551724137931
DR_245,28,3.957142857142857,0.07142857142857142
DR_246,25,3.824,0.04
DR_247,31,4.116129032258065,0.06451612903225806
DR_248,30,4.163333333333333,0.03333333333333333
DR_249,21,4.423809523809524,0.09523809523809523
DR_250,28,4.014285714285714,0.0
DR_251,28,4.021428571428571,0.03571428571428571
DR_252,45,3.8555555555555556,0.0
DR_253,33,3.978787878787879,0.0
DR_254,34,4.194117647058824,0.058823529411764705
DR_255,25,3.8280000000000003,0.0
DR_256,25,3.8560000000000003,0.0
DR_257,34,4.023529411764706,0.029411764705882353
DR_258,36,4.027777777777778,0.0
DR_259,31,4.016129032258065,0.0
DR_260,43,4.051162790697674,0.06976744186046512
DR_261,34,4.064705882352941,0.058823529411764705
DR_262,30,3.9833333333333334,0.0
DR_263,39,3.958974358974359,0.05128205128205128
DR_264,30,4.02,0.0
DR_265,25,4.02,0.04
DR_266,20,3.9850000000000003,0.05
DR_267,48,4.0062500000000005,0.08333333333333333
DR_268,26,4.1269230769230765,0.038461538461538464
DR_269,37,3.8756756756756756,0.02702702702702703
DR_270,32,4.03125,0.03125
DR_271,30,3.993333333333333,0.03333333333333333
DR_272,29,3.893103448275862,0.06896551724137931
DR_273,35,4.0771428571428565,0.0
DR_274,39,3.941025641025641,0.02564102564102564
DR_275,28,4.003571428571428,0.07142857142857142
DR_276,29,3.872413793103448,0.0
DR_277,32,3.921875,0.0
DR_278,28,4.2178571428571425,0.03571428571428571
DR_279,20,4.3,0.1
DR_280,33,4.024242424242424,0.06060606060606061
DR_281,31,3.9741935483870967,0.12903225806451613
DR_282,31,3.893548387096774,0.06451612903225806
DR_283,31,4.035483870967742,0.06451612903225806
DR_284,35,4.0285714285714285,0.05714285714285714
DR_285,40,4.075,0.0
DR_286,30,3.94,0.1
DR_287,23,3.760869565217391,0.043478260869565216
DR_288,21,4.166666666666667,0.047619047619047616
DR_289,33,3.8303030303030305,0.12121212121212122
DR_290,44,3.975,0.022727272727272728
DR_291,40,4.01,0.0
DR_292,37,3.9864864864864864,0.08108108108108109
DR_293,38,3.884210526315789,0.15789473684210525
DR_294,35,4.194285714285715,0.02857142857142857
DR_295,31,4.080645161290323,0.03225806451612903
DR_296,24,3.9416666666666664,0.041666666666666664
DR_297,42,3.945238095238095,0.11904761904761904
DR_298,29,3.9310344827586206,0.034482758620689655
DR_299,33,3.9212121212121214,0.06060606060606061
DR_300,30,3.9466666666666668,0.06666666666666667
DR_301,30,4.126666666666667,0.03333333333333333
DR_302,44,4.029545454545455,0.06818181818181818
DR_303,23,4.156521739130435,0.0
DR_304,21,4.204761904761905,0.09523809523809523
DR_305,29,4.086206896551724,0.034482758620689655
DR_306,31,3.9741935483870967,0.06451612903225806
DR_307,37,4.08918918918919,0.08108108108108109
DR_308,26,3.9923076923076923,0.038461538461538464
DR_309,40,4.0675,0.025
DR_310,35,4.114285714285714,0.05714285714285714
DR_311,29,4.055172413793104,0.06896551724137931
DR_312,43,3.9790697674418603,0.046511627906976744
DR_313,30,3.933333333333333,0.1
DR_314,39,4.05897435897436,0.10256410256410256
DR_315,32,4.2,0.15625
DR_316,34,3.9441176470588233,0.058823529411764705
DR_317,34,4.047058823529412,0.08823529411764706
DR_318,32,3.821875,0.0
DR_319,22,3.9818181818181815,0.045454545454545456
DR_320,33,3.9727272727272727,0.030303030303030304
DR_321,34,4.017647058823529,0.058823529411764705
DR_322,46,3.9695652173913043,0.021739130434782608
DR_323,36,4.083333333333333,0.027777777777777776
DR_324,25,3.928,0.04
DR_325,33,4.012121212121213,0.06060606060606061
DR_326,34,4.061764705882353,0.058823529411764705
DR_327,28,3.8214285714285716,0.03571428571428571
DR_328,47,4.034042553191489,0.02127659574468085
DR_329,38,3.952631578947368,0.05263157894736842
DR_330,29,4.231034482758621,0.034482758620689655
DR_331,25,4.0760000000000005,0.0
DR_332,24,4.233333333333333,0.08333333333333333
DR_333,33,3.981818181818182,0.030303030303030304
DR_334,22,3.9545454545454546,0.13636363636363635
DR_335,40,3.8775,0.025
DR_336,32,4.109375,0.03125
DR_337,37,4.1189189189189195,0.02702702702702703
DR_338,28,4.05,0.0
DR_339,24,3.9625,0.0
DR_340,37,3.9702702702702704,0.10810810810810811
DR_341,33,4.024242424242424,0.12121212121212122
DR_342,21,3.957142857142857,0.047619047619047616
DR_343,28,4.164285714285714,0.03571428571428571
DR_344,37,3.9162162162162164,0.0
DR_345,33,3.9060606060606062,0.06060606060606061
DR_346,35,3.8371428571428576,0.08571428571428572
DR_347,34,3.9,0.029411764705882353
DR_348,38,4.086842105263158,0.0
DR_349,25,3.984,0.08
DR_350,37,4.056756756756757,0.02702702702702703
DR_351,34,4.029411764705882,0.08823529411764706
DR_352,36,4.022222222222222,0.027777777777777776
DR_353,35,3.991428571428571,0.05714285714285714
DR_354,35,3.9199999999999995,0.02857142857142857
DR_355,39,4.148717948717949,0.02564102564102564
DR_356,38,4.0,0.07894736842105263
DR_357,42,3.933333333333333,0.0
DR_358,38,3.8289473684210527,0.05263157894736842
DR_359,26,4.253846153846154,0.0
DR_360,38,4.113157894736842,0.02631578947368421
DR_361,46,3.9695652173913043,0.021739130434782608
DR_362,31,4.109677419354839,0.0
DR_363,42,4.002380952380952,0.047619047619047616
DR_364,37,3.9378378378378374,0.05405405405405406
DR_365,20,4.09,0.2
DR_366,32,4.059375,0.0
DR_367,40,4.18,0.025
DR_368,36,4.027777777777778,0.027777777777777776
DR_369,33,4.1454545454545455,0.030303030303030304
DR_370,39,4.038461538461538,0.07692307692307693
DR_371,36,3.980555555555556,0.05555555555555555
DR_372,31,4.129032258064516,0.12903225806451613
DR_373,28,3.8249999999999997,0.03571428571428571
DR_374,29,3.9551724137931035,0.034482758620689655
DR_375,34,3.9764705882352938,0.058823529411764705
DR_376,39,4.033333333333333,0.02564102564102564
DR_377,37,3.9810810810810815,0.02702702702702703
DR_378,32,3.88125,0.03125
DR_379,38,4.0394736842105265,0.07894736842105263
DR_380,35,3.951428571428572,0.08571428571428572
DR_381,28,3.992857142857143,0.0
DR_382,21,4.0285714285714285,0.0
DR_383,32,4.125,0.09375
DR_384,43,4.0162790697674415,0.06976744186046512
DR_385,35,3.8685714285714288,0.08571428571428572
DR_386,28,4.246428571428572,0.07142857142857142
DR_387,28,3.867857142857143,0.0
DR_388,36,4.044444444444444,0.05555555555555555
DR_389,34,4.1911764705882355,0.058823529411764705
DR_390,27,4.025925925925926,0.0
DR_391,41,4.1658536585365855,0.0
DR_392,31,4.17741935483871,0.03225806451612903
DR_393,30,3.99,0.0
DR_394,35,4.097142857142857,0.05714285714285714
DR_395,28,4.210714285714286,0.03571428571428571
DR_396,34,3.9676470588235295,0.029411764705882353
DR_397,38,4.026315789473684,0.02631578947368421
DR_398,35,4.04,0.08571428571428572
DR_399,33,4.033333333333333,0.030303030303030304
DR_400,33,3.9363636363636365,0.06060606060606061
DR_401,33,4.00909090909091,0.0
DR_402,37,4.1189189189189195,0.0
DR_403,21,3.9714285714285715,0.047619047619047616
DR_404,36,4.152777777777778,0.1111111111111111
DR_405,30,4.003333333333334,0.03333333333333333
DR_406,25,4.024,0.08
DR_407,37,3.87027027027027,0.05405405405405406
DR_408,27,3.9703703703703703,0.037037037037037035
DR_409,27,3.855555555555555,0.037037037037037035
DR_410,28,4.064285714285714,0.0
DR_411,28,3.957142857142857,0.10714285714285714
DR_412,28,3.9892857142857143,0.07142857142857142
DR_413,39,3.9384615384615382,0.02564102564102564
DR_414,27,3.914814814814815,0.07407407407407407
DR_415,26,3.980769230769231,0.038461538461538464
DR_416,37,3.9000000000000004,0.05405405405405406
DR_417,30,3.933333333333333,0.06666666666666667
DR_418,34,4.026470588235294,0.029411764705882353
DR_419,38,4.0736842105263165,0.05263157894736842
DR_420,28,3.867857142857143,0.17857142857142858
DR_421,25,4.032,0.04
DR_422,34,3.8911764705882357,0.058823529411764705
DR_423,41,4.104878048780488,0.024390243902439025
DR_424,34,4.094117647058823,0.029411764705882353
DR_425,26,3.873076923076923,0.038461538461538464
DR_426,29,3.896551724137931,0.10344827586206896
DR_427,55,4.043636363636364,0.01818181818181818
DR_428,40,3.9850000000000003,0.075
DR_429,29,3.86551724137931,0.10344827586206896
DR_430,35,3.908571428571429,0.05714285714285714
DR_431,29,4.089655172413793,0.10344827586206896
DR_432,28,4.1,0.03571428571428571
DR_433,45,3.971111111111111,0.08888888888888889
DR_434,25,3.912,0.0
DR_435,35,4.137142857142858,0.02857142857142857
DR_436,30,4.113333333333333,0.0
DR_437,40,3.9524999999999997,0.05
DR_438,40,3.9850000000000003,0.025
DR_439,30,4.1,0.03333333333333333
DR_440,43,3.9767441860465116,0.06976744186046512
DR_441,30,3.9766666666666666,0.03333333333333333
DR_442,42,3.9285714285714284,0.047619047619047616
DR_443,27,3.911111111111111,0.0
DR_444,35,3.982857142857143,0.05714285714285714
DR_445,29,4.2620689655172415,0.034482758620689655
DR_446,34,3.9558823529411766,0.029411764705882353
DR_447,32,3.859375,0.0625
DR_448,36,4.025,0.05555555555555555
DR_449,35,3.914285714285714,0.0
DR_450,31,4.148387096774194,0.0
DR_451,31,3.9193548387096775,0.03225806451612903
DR_452,35,3.94,0.05714285714285714
DR_453,30,3.8466666666666667,0.06666666666666667
DR_454,39,3.8846153846153846,0.05128205128205128
DR_455,27,3.9333333333333336,0.037037037037037035
DR_456,36,4.097222222222222,0.027777777777777776
DR_457,33,4.124242424242424,0.030303030303030304
DR_458,27,3.988888888888889,0.037037037037037035
DR_459,34,4.094117647058823,0.08823529411764706
DR_460,33,3.9272727272727272,0.030303030303030304
DR_461,35,4.014285714285714,0.02857142857142857
DR_462,35,4.0771428571428565,0.05714285714285714
DR_463,30,3.85,0.03333333333333333
DR_464,37,4.043243243243243,0.02702702702702703
DR_465,30,3.9233333333333333,0.13333333333333333
DR_466,28,4.0285714285714285,0.03571428571428571
DR_467,26,4.053846153846154,0.07692307692307693
DR_468,36,3.994444444444445,0.0
DR_469,47,4.017021276595745,0.0425531914893617
DR_470,44,3.9840909090909093,0.022727272727272728
DR_471,39,4.023076923076923,0.07692307692307693
DR_472,40,4.1175,0.025
DR_473,42,4.104761904761905,0.11904761904761904
DR_474,27,4.133333333333333,0.037037037037037035
DR_475,27,3.8962962962962964,0.037037037037037035
DR_476,33,3.9424242424242424,0.0
DR_477,33,4.16969696969697,0.030303030303030304
DR_478,35,4.051428571428572,0.08571428571428572
DR_479,32,4.053125,0.03125
DR_480,32,4.065625,0.0
DR_481,24,3.9375,0.16666666666666666
DR_482,32,4.06875,0.03125
DR_483,26,3.8423076923076924,0.15384615384615385
DR_484,26,3.9192307692307695,0.0
DR_485,24,3.8000000000000003,0.08333333333333333
DR_486,42,4.154761904761905,0.023809523809523808
DR_487,35,3.882857142857143,0.08571428571428572
DR_488,37,3.745945945945946,0.0
DR_489,24,3.9125,0.08333333333333333
DR_490,37,4.14054054054054,0.05405405405405406
DR_491,21,4.0285714285714285,0.0
DR_492,31,4.04516129032258,0.06451612903225806
DR_493,28,3.9535714285714287,0.14285714285714285
DR_494,48,4.045833333333333,0.125
DR_495,29,3.975862068965517,0.0
DR_496,39,3.8051282051282054,0.05128205128205128
DR_497,34,4.052941176470589,0.029411764705882353
DR_498,35,3.9199999999999995,0.11428571428571428
DR_499,36,4.080555555555556,0.0
DR_500,45,3.9311111111111114,0.022222222222222223
DR_501,29,4.072413793103448,0.06896551724137931
DR_502,29,4.051724137931035,0.06896551724137931
DR_503,36,3.952777777777778,0.0
DR_504,29,4.120689655172414,0.06896551724137931
DR_505,35,4.048571428571428,0.11428571428571428
DR_506,36,3.8583333333333334,0.027777777777777776
DR_507,37,4.064864864864865,0.02702702702702703
DR_508,30,3.9,0.06666666666666667
DR_509,34,4.041176470588235,0.0
DR_510,36,4.086111111111111,0.05555555555555555
DR_511,39,4.0025641025641026,0.07692307692307693
DR_512,36,4.061111111111111,0.027777777777777776
DR_513,24,4.054166666666666,0.16666666666666666
DR_514,37,4.02972972972973,0.02702702702702703
DR_515,30,4.04,0.0
DR_516,31,4.038709677419355,0.06451612903225806
DR_517,29,4.051724137931035,0.034482758620689655
DR_518,28,4.007142857142857,0.03571428571428571
DR_519,24,4.0625,0.041666666666666664
DR_520,37,4.005405405405405,0.02702702702702703
DR_521,29,4.141379310344828,0.034482758620689655
DR_522,35,3.82,0.08571428571428572
DR_523,52,3.957692307692308,0.019230769230769232
DR_524,46,4.104347826086957,0.06521739130434782
DR_525,38,4.015789473684211,0.02631578947368421
DR_526,33,3.9727272727272727,0.06060606060606061
DR_527,34,4.038235294117648,0.029411764705882353
DR_528,34,4.108823529411764,0.029411764705882353
DR_529,31,4.0,0.0967741935483871
DR_530,39,4.069230769230769,0.05128205128205128
DR_531,28,3.882142857142857,0.03571428571428571
DR_532,32,3.99375,0.0625
DR_533,37,4.0675675675675675,0.05405405405405406
DR_534,45,4.12,0.044444444444444446
DR_535,30,3.92,0.0
DR_536,40,4.1674999999999995,0.025
DR_537,31,3.9612903225806453,0.0967741935483871
DR_538,33,3.893939393939394,0.0
DR_539,27,4.059259259259259,0.07407407407407407
DR_540,28,4.017857142857143,0.07142857142857142
DR_541,42,3.9523809523809526,0.07142857142857142
DR_542,44,4.277272727272727,0.11363636363636363
DR_543,31,3.9838709677419355,0.0
DR_544,35,3.908571428571429,0.02857142857142857
DR_545,41,4.053658536585366,0.024390243902439025
DR_546,31,3.9483870967741934,0.03225806451612903
DR_547,36,4.133333333333334,0.0
DR_548,39,4.12051282051282,0.05128205128205128
DR_549,34,4.029411764705882,0.058823529411764705
DR_550,34,3.9705882352941178,0.0
DR_551,39,3.9256410256410255,0.02564102564102564
DR_552,34,4.041176470588235,0.0
DR_553,40,3.9825000000000004,0.125
DR_554,40,3.9975,0.025
DR_555,32,4.175,0.03125
DR_556,34,3.991176470588235,0.0
DR_557,42,4.123809523809523,0.07142857142857142
DR_558,36,3.9972222222222222,0.0
DR_559,40,4.0200000000000005,0.05
DR_560,36,4.025,0.027777777777777776
DR_561,32,4.134375,0.0
DR_562,37,4.035135135135135,0.05405405405405406
DR_563,28,4.1,0.07142857142857142
DR_564,33,3.9303030303030297,0.0
DR_565,39,3.9974358974358974,0.07692307692307693
DR_566,27,3.903703703703704,0.0
DR_567,39,4.1000000000000005,0.02564102564102564
DR_568,29,3.793103448275862,0.06896551724137931
DR_569,34,4.167647058823529,0.0
DR_570,29,3.972413793103448,0.06896551724137931
DR_571,34,3.9588235294117644,0.058823529411764705
DR_572,37,3.994594594594595,0.05405405405405406
DR_573,32,4.271875,0.09375
DR_574,31,3.9741935483870967,0.03225806451612903
DR_575,33,3.9696969696969697,0.0
DR_576,30,3.89,0.1
DR_577,27,4.033333333333333,0.037037037037037035
DR_578,37,3.951351351351351,0.02702702702702703
DR_579,32,4.04375,0.03125
DR_580,36,3.9833333333333334,0.1111111111111111
DR_581,52,3.9538461538461536,0.07692307692307693
DR_582,33,3.812121212121212,0.06060606060606061
DR_583,33,4.015151515151516,0.06060606060606061
DR_584,33,3.9757575757575756,0.030303030303030304
DR_585,30,4.216666666666667,0.03333333333333333
DR_586,26,4.042307692307692,0.07692307692307693
DR_587,27,4.029629629629629,0.1111111111111111
DR_588,41,4.121951219512195,0.04878048780487805
DR_589,34,3.885294117647059,0.029411764705882353
DR_590,37,4.02972972972973,0.13513513513513514
DR_591,36,3.9250000000000003,0.027777777777777776
DR_592,31,3.883870967741936,0.0967741935483871
DR_593,36,4.238888888888889,0.027777777777777776
DR_594,32,4.046875,0.03125
DR_595,33,3.8454545454545457,0.06060606060606061
DR_596,32,3.846875,0.03125
DR_597,27,3.988888888888889,0.07407407407407407
DR_598,30,3.9466666666666668,0.06666666666666667
DR_599,42,3.8833333333333333,0.07142857142857142
DR_600,36,3.9055555555555554,0.08333333333333333
DR_601,35,3.974285714285714,0.05714285714285714
DR_602,44,3.925,0.022727272727272728
DR_603,33,4.0,0.21212121212121213
DR_604,33,3.993939393939394,0.09090909090909091
DR_605,29,3.951724137931034,0.034482758620689655
DR_606,33,4.036363636363636,0.030303030303030304
DR_607,52,3.95,0.038461538461538464
DR_608,39,4.1000000000000005,0.02564102564102564
DR_609,26,4.065384615384615,0.07692307692307693
DR_610,33,3.9060606060606062,0.09090909090909091
DR_611,39,4.046153846153847,0.10256410256410256
DR_612,33,3.8636363636363638,0.030303030303030304
DR_613,29,3.975862068965517,0.0
DR_614,42,4.152380952380953,0.047619047619047616
DR_615,37,4.02972972972973,0.05405405405405406
DR_616,33,3.984848484848485,0.030303030303030304
DR_617,34,4.011764705882353,0.11764705882352941
DR_618,35,4.065714285714286,0.02857142857142857
DR_619,35,3.991428571428571,0.05714285714285714
DR_620,35,4.08,0.05714285714285714
DR_621,22,4.081818181818182,0.045454545454545456
DR_622,38,4.155263157894737,0.05263157894736842
DR_623,39,3.9051282051282055,0.15384615384615385
DR_624,22,4.127272727272727,0.0
DR_625,27,3.94074074074074,0.0
DR_626,21,3.8523809523809525,0.09523809523809523
DR_627,38,4.052631578947368,0.05263157894736842
DR_628,36,3.927777777777778,0.027777777777777776
DR_629,27,4.092592592592593,0.037037037037037035
DR_630,32,4.034375,0.0
DR_631,37,4.010810810810811,0.05405405405405406
DR_632,25,3.988,0.04
DR_633,34,4.011764705882353,0.058823529411764705
DR_634,32,3.9125,0.0
DR_635,32,4.0375,0.125
DR_636,36,3.966666666666667,0.027777777777777776
DR_637,37,4.0864864864864865,0.08108108108108109
DR_638,42,3.957142857142857,0.047619047619047616
DR_639,27,4.014814814814815,0.0
DR_640,36,4.0,0.027777777777777776
DR_641,40,3.96,0.025
DR_642,32,3.95625,0.03125
DR_643,41,4.0268292682926825,0.07317073170731707
DR_644,26,4.019230769230769,0.07692307692307693
DR_645,28,4.0285714285714285,0.03571428571428571
DR_646,34,3.826470588235294,0.058823529411764705
DR_647,28,4.053571428571429,0.0
DR_648,28,4.117857142857143,0.0
DR_649,26,3.973076923076923,0.038461538461538464
DR_650,33,4.106060606060606,0.0
DR_651,29,4.058620689655172,0.034482758620689655
DR_652,32,3.965625,0.0625
DR_653,33,4.206060606060606,0.06060606060606061
DR_654,35,4.04,0.14285714285714285
DR_655,21,3.957142857142857,0.047619047619047616
DR_656,32,3.896875,0.03125
DR_657,32,4.075,0.0625
DR_658,25,4.016,0.12
DR_659,37,4.013513513513513,0.02702702702702703
DR_660,32,4.0,0.03125
DR_661,28,3.9214285714285713,0.0
DR_662,30,4.006666666666667,0.06666666666666667
DR_663,27,4.0,0.037037037037037035
DR_664,28,3.9714285714285715,0.03571428571428571
DR_665,35,3.8371428571428576,0.0
DR_666,31,3.9451612903225803,0.0
DR_667,31,4.038709677419355,0.0
DR_668,35,4.102857142857142,0.05714285714285714
DR_669,38,4.044736842105263,0.02631578947368421
DR_670,36,3.886111111111111,0.05555555555555555
DR_671,33,4.06969696969697,0.09090909090909091
DR_672,41,3.9634146341463414,0.04878048780487805
DR_673,40,4.032500000000001,0.0
DR_674,19,4.031578947368421,0.05263157894736842
DR_675,36,3.988888888888889,0.0
DR_676,36,4.091666666666667,0.027777777777777776
DR_677,42,4.147619047619047,0.023809523809523808
DR_678,28,4.05,0.0
DR_679,29,4.037931034482758,0.10344827586206896
DR_680,22,4.259090909090909,0.045454545454545456
DR_681,32,4.046875,0.03125
DR_682,25,3.776,0.08
DR_683,35,3.9028571428571426,0.0
DR_684,37,3.9324324324324325,0.02702702702702703
DR_685,33,3.8636363636363638,0.030303030303030304
DR_686,34,4.082352941176471,0.08823529411764706
DR_687,35,4.031428571428571,0.05714285714285714
DR_688,36,3.9305555555555554,0.0
DR_689,37,4.043243243243243,0.05405405405405406
DR_690,40,3.975,0.025
DR_691,32,4.071875,0.0625
DR_692,37,4.113513513513513,0.02702702702702703
DR_693,39,4.02051282051282,0.10256410256410256
DR_694,41,3.9439024390243897,0.04878048780487805
DR_695,25,3.928,0.08
DR_696,44,4.029545454545455,0.06818181818181818
DR_697,32,4.1,0.03125
DR_698,33,3.9484848484848487,0.030303030303030304
DR_699,24,4.070833333333334,0.08333333333333333
DR_700,29,4.037931034482758,0.06896551724137931
DR_701,37,4.224324324324325,0.10810810810810811
DR_702,29,3.9413793103448276,0.0
DR_703,32,3.915625,0.0625
DR_704,35,3.9114285714285715,0.08571428571428572
DR_705,30,4.033333333333333,0.06666666666666667
DR_706,27,4.107407407407407,0.1111111111111111
DR_707,33,3.993939393939394,0.0
DR_708,35,4.034285714285714,0.02857142857142857
DR_709,31,4.038709677419355,0.06451612903225806
DR_710,33,4.072727272727273,0.09090909090909091
DR_711,29,3.8758620689655174,0.10344827586206896
DR_712,27,4.033333333333333,0.0
DR_713,30,3.88,0.03333333333333333
DR_714,35,3.9371428571428573,0.0
DR_715,28,3.7785714285714285,0.03571428571428571
DR_716,33,4.084848484848485,0.06060606060606061
DR_717,36,4.019444444444444,0.0
DR_718,40,4.0575,0.025
DR_719,34,4.0058823529411764,0.14705882352941177
DR_720,32,4.08125,0.03125
DR_721,43,3.9627906976744187,0.046511627906976744
DR_722,32,4.071875,0.03125
DR_723,28,4.014285714285714,0.07142857142857142
DR_724,44,3.9068181818181817,0.06818181818181818
DR_725,34,3.926470588235294,0.029411764705882353
DR_726,25,3.8360000000000003,0.04
DR_727,30,3.99,0.0
DR_728,20,4.0,0.1
DR_729,32,4.059375,0.03125
DR_730,36,4.036111111111111,0.027777777777777776
